age,gender,education,family,salary,working time,contract time,autonomy,intensity,interaction,meaningful,Declared satisfaction
53,W,Upper secondary or post-secondary education,Couple with children,2911,17.0,long term,7,5,4,8,1
19,W,Upper secondary or post-secondary education,Other type of household with children,1642,48.0,long term,10,6,4,6,2
27,W,Tertiary education,Other type of household with children,636,35.0,long term,7,13,3,10,2
33,M,No education completed,Single adult with children,2691,28.0,long term,10,11,4,7,2
45,W,Tertiary education,Couple without children,1016,20.0,long term,12,14,4,8,2
33,W,Tertiary education,Other type of household with children,2443,32.0,long term,3,14,1,10,4
33,M,Upper secondary or post-secondary education,Couple with children,2449,20.0,long term,7,5,5,9,2
49,W,Tertiary education,Single adult without children,1690,45.0,long term,11,4,4,8,2
41,W,Tertiary education,Couple without children,1408,38.0,long term,8,3,5,9,4
70,M,Tertiary education,Other type of household with children,2098,35.0,long term,5,12,4,10,2
36,M,Tertiary education,Couple with children,2401,39.0,long term,13,8,4,8,2
55,M,No education completed,Couple without children,4225,37.0,long term,4,14,2,10,3
39,W,No education completed,Single adult without children,940,45.0,long term,13,13,4,8,2
40,M,Tertiary education,Single adult with children,2450,50.0,long term,12,9,5,8,1
45,W,Upper secondary or post-secondary education,Single adult without children,803,40.0,long term,13,2,2,8,3
46,W,Upper secondary or post-secondary education,Other type of household with children,1871,35.0,long term,12,14,4,10,1
40,W,Upper secondary or post-secondary education,Single adult with children,2159,35.0,short term,10,8,5,10,3
54,W,Upper secondary or post-secondary education,Other type of household without children,1725,35.0,long term,8,14,5,8,3
59,W,Upper secondary or post-secondary education,Other type of household without children,1816,47.0,long term,14,3,5,9,1
41,W,Tertiary education,Single adult with children,2025,35.0,long term,13,12,5,10,1
56,M,Primary or lower secondary education,Other type of household without children,3899,30.0,long term,11,9,5,9,2
44,M,Tertiary education,Couple without children,2540,35.0,short term,7,8,5,10,1
47,M,Upper secondary or post-secondary education,Other type of household with children,3956,35.0,long term,7,8,5,10,1
50,W,Primary or lower secondary education,Couple with children,3224,38.0,long term,7,11,5,8,2
31,W,Upper secondary or post-secondary education,Single adult with children,1847,32.0,short term,9,12,5,9,2
44,M,Upper secondary or post-secondary education,Couple without children,5251,40.0,long term,9,13,4,6,2
61,M,Upper secondary or post-secondary education,Other type of household without children,2134,35.0,short term,12,4,4,10,3
27,M,Tertiary education,Other type of household with children,2792,35.0,short term,4,9,3,10,1
32,W,Upper secondary or post-secondary education,Other type of household with children,1903,35.0,long term,7,11,3,8,2
69,W,Primary or lower secondary education,Couple without children,1833,45.0,long term,11,2,4,8,3
65,W,Primary or lower secondary education,Single adult without children,1196,40.0,long term,7,2,5,8,3
46,M,Upper secondary or post-secondary education,Other type of household with children,1868,40.0,long term,13,12,4,8,2
49,M,Tertiary education,Single adult with children,4054,39.0,short term,9,11,5,9,2
27,W,Tertiary education,Single adult without children,1685,35.0,long term,11,12,3,5,3
43,M,Upper secondary or post-secondary education,Couple without children,1442,35.0,long term,9,9,4,10,2
30,W,Tertiary education,Other type of household with children,1919,50.0,long term,5,10,4,7,2
54,W,Tertiary education,Other type of household without children,923,50.0,long term,13,6,4,9,3
71,W,Upper secondary or post-secondary education,Single adult with children,1414,35.0,long term,11,9,5,10,2
21,M,Tertiary education,Single adult without children,1235,35.0,long term,6,8,4,9,2
54,W,Tertiary education,Couple with children,1808,35.0,short term,11,10,3,8,3
55,M,No education completed,Other type of household with children,3094,36.0,long term,5,2,3,6,4
35,W,Upper secondary or post-secondary education,Single adult with children,1659,41.0,long term,6,14,4,9,2
36,W,Tertiary education,Other type of household without children,1674,26.0,long term,8,7,3,9,3
27,M,Tertiary education,Other type of household with children,2049,35.0,long term,11,10,4,8,2
60,W,Upper secondary or post-secondary education,Couple with children,1485,24.0,long term,11,14,5,8,2
64,W,Primary or lower secondary education,Other type of household without children,910,39.0,short term,12,4,5,10,2
71,W,Tertiary education,Couple without children,5414,35.0,long term,12,9,4,8,2
42,W,No education completed,Single adult with children,1749,20.0,long term,10,9,5,7,3
31,M,Primary or lower secondary education,Other type of household with children,1588,35.0,long term,11,12,5,8,2
41,M,Upper secondary or post-secondary education,Couple with children,4931,16.0,long term,12,8,5,10,1
44,M,Tertiary education,Couple with children,1227,25.0,long term,12,14,5,10,1
40,M,Upper secondary or post-secondary education,Other type of household with children,6810,37.0,long term,9,4,5,9,3
38,M,Primary or lower secondary education,Couple without children,2190,39.0,long term,7,3,4,8,4
38,W,Upper secondary or post-secondary education,Other type of household with children,2382,35.0,short term,10,6,1,10,2
44,W,Tertiary education,Single adult with children,1342,35.0,long term,8,8,3,8,2
36,M,Primary or lower secondary education,Other type of household without children,2918,18.0,long term,10,9,1,9,2
49,M,Upper secondary or post-secondary education,Couple without children,1632,35.0,long term,15,2,5,10,2
39,M,No education completed,Couple without children,2347,35.0,long term,14,12,5,10,1
59,M,Primary or lower secondary education,Couple with children,583,35.0,long term,11,10,5,8,3
36,W,Tertiary education,Couple with children,4487,35.0,long term,6,5,5,8,2
47,M,No education completed,Couple with children,3441,20.0,long term,11,9,2,8,2
74,W,Tertiary education,Other type of household without children,4138,37.0,short term,13,8,4,9,2
37,W,Tertiary education,Other type of household without children,1785,45.0,long term,10,10,1,8,2
43,W,Tertiary education,Single adult without children,1763,39.0,long term,7,13,5,9,2
61,M,Upper secondary or post-secondary education,Couple without children,4044,23.0,long term,15,8,4,10,3
35,M,Upper secondary or post-secondary education,Couple without children,1053,28.0,long term,12,3,4,8,1
40,W,Tertiary education,Other type of household with children,1131,39.0,long term,12,10,4,9,2
32,W,Tertiary education,Single adult with children,1457,36.0,long term,10,5,4,9,3
42,M,Primary or lower secondary education,Single adult without children,977,15.0,short term,8,5,4,8,2
64,M,Tertiary education,Couple with children,1414,39.0,long term,15,2,5,10,1
54,M,Upper secondary or post-secondary education,Single adult with children,3862,24.0,long term,13,14,4,8,1
43,M,Tertiary education,Other type of household without children,2012,35.0,short term,6,13,5,10,1
27,W,Tertiary education,Other type of household with children,2806,36.0,long term,5,2,3,9,2
33,W,Primary or lower secondary education,Single adult with children,3031,35.0,long term,13,6,5,10,2
71,M,Tertiary education,Single adult without children,3269,55.0,long term,13,3,2,9,3
25,W,Tertiary education,Single adult with children,1289,40.0,long term,11,6,4,8,3
38,W,Upper secondary or post-secondary education,Single adult with children,1394,36.0,long term,8,8,3,9,3
38,W,Tertiary education,Other type of household with children,2687,35.0,long term,7,4,2,7,3
29,W,Tertiary education,Couple with children,1226,40.0,long term,13,11,5,10,2
47,M,Upper secondary or post-secondary education,Single adult without children,4369,30.0,short term,9,10,3,5,4
29,M,Tertiary education,Single adult without children,1520,40.0,long term,11,11,4,9,2
31,M,Tertiary education,Single adult with children,1865,35.0,long term,12,5,5,8,3
33,W,Tertiary education,Single adult with children,1976,40.0,long term,3,2,2,3,3
68,M,No education completed,Couple without children,1800,35.0,long term,9,12,4,8,2
22,M,Upper secondary or post-secondary education,Couple without children,2661,40.0,long term,10,10,3,8,2
44,W,Tertiary education,Single adult with children,1964,35.0,short term,10,2,4,7,4
42,M,Primary or lower secondary education,Other type of household without children,4079,38.0,long term,11,12,4,9,2
30,W,No education completed,Single adult with children,1215,39.0,long term,6,4,5,5,3
52,W,Upper secondary or post-secondary education,Couple with children,1778,35.0,short term,8,14,5,8,3
32,M,Tertiary education,Other type of household with children,2253,19.0,long term,14,11,5,10,1
73,W,Primary or lower secondary education,Other type of household without children,2142,35.0,long term,15,14,5,10,2
27,W,Primary or lower secondary education,Other type of household without children,1262,39.0,long term,8,13,4,9,2
39,W,Tertiary education,Couple with children,1659,39.0,long term,12,4,5,10,2
40,W,Tertiary education,Other type of household without children,1099,35.0,short term,12,14,5,10,1
36,M,Tertiary education,Single adult with children,1349,36.0,long term,11,2,5,8,2
69,M,Upper secondary or post-secondary education,Other type of household without children,2210,45.0,long term,13,10,3,8,2
33,W,Tertiary education,Couple with children,2226,40.0,long term,12,12,4,8,2
35,M,Tertiary education,Other type of household without children,2717,39.0,long term,7,10,5,10,2
25,W,No education completed,Single adult with children,1386,35.0,short term,15,2,5,10,2
45,M,Upper secondary or post-secondary education,Single adult with children,2400,25.0,short term,6,4,1,7,4
36,M,Upper secondary or post-secondary education,Couple with children,3934,45.0,long term,9,13,5,10,3
71,M,Upper secondary or post-secondary education,Single adult with children,1445,20.0,long term,11,14,4,10,2
36,M,Upper secondary or post-secondary education,Other type of household with children,3731,45.0,long term,3,6,2,9,2
20,W,Upper secondary or post-secondary education,Other type of household without children,1431,35.0,long term,7,6,4,8,2
28,M,Tertiary education,Couple with children,2159,37.0,long term,10,9,4,6,3
61,M,Upper secondary or post-secondary education,Couple without children,5090,28.0,long term,11,8,4,8,2
33,M,Upper secondary or post-secondary education,Couple without children,1701,35.0,long term,8,4,4,10,3
39,W,Tertiary education,Other type of household without children,1145,35.0,long term,3,4,4,7,3
41,M,Tertiary education,Other type of household without children,1552,40.0,long term,9,11,4,6,2
26,M,Tertiary education,Couple without children,3038,39.0,long term,3,3,2,9,4
27,M,Upper secondary or post-secondary education,Other type of household with children,1308,35.0,long term,7,2,3,8,1
63,M,Tertiary education,Other type of household without children,8744,45.0,long term,12,4,4,8,2
24,M,Primary or lower secondary education,Other type of household with children,1873,38.0,long term,13,12,3,7,2
67,W,Upper secondary or post-secondary education,Other type of household without children,1452,40.0,long term,14,7,5,9,1
66,M,Tertiary education,Other type of household without children,586,36.0,long term,9,10,5,9,2
32,W,Upper secondary or post-secondary education,Couple with children,1355,40.0,long term,5,11,4,7,3
18,M,Upper secondary or post-secondary education,Couple with children,1287,35.0,long term,14,10,4,10,3
73,W,Tertiary education,Other type of household without children,4332,35.0,long term,10,4,4,8,2
30,W,Tertiary education,Single adult with children,1316,35.0,long term,7,7,3,5,3
33,W,Primary or lower secondary education,Single adult with children,1621,50.0,long term,13,3,3,9,2
60,M,Primary or lower secondary education,Other type of household with children,3132,45.0,long term,3,6,2,9,2
35,M,Primary or lower secondary education,Single adult without children,2894,39.0,short term,13,8,4,8,2
65,W,Tertiary education,Other type of household without children,2250,39.0,long term,11,13,3,8,2
54,W,Primary or lower secondary education,Couple with children,1524,30.0,long term,7,14,4,6,2
36,W,Upper secondary or post-secondary education,Couple without children,2087,28.0,short term,8,9,2,6,4
44,W,Tertiary education,Couple without children,1060,55.0,short term,15,10,4,7,3
48,W,Primary or lower secondary education,Single adult without children,1603,30.0,long term,9,10,3,5,4
32,M,Tertiary education,Single adult with children,837,39.0,short term,9,14,5,8,2
46,W,Tertiary education,Couple without children,1045,35.0,long term,14,14,2,10,2
40,M,No education completed,Couple with children,5457,48.0,long term,14,8,5,10,1
15,M,No education completed,Other type of household without children,1935,40.0,long term,11,12,4,8,2
19,M,Upper secondary or post-secondary education,Other type of household with children,2076,35.0,long term,3,14,5,8,3
66,M,Tertiary education,Couple with children,3472,19.0,long term,8,14,3,9,2
54,W,Upper secondary or post-secondary education,Couple with children,2094,60.0,long term,9,3,3,7,4
45,M,Upper secondary or post-secondary education,Single adult with children,2552,35.0,long term,11,10,4,8,2
31,W,Primary or lower secondary education,Single adult without children,1119,55.0,long term,9,7,3,8,2
45,M,Upper secondary or post-secondary education,Other type of household with children,2163,21.0,short term,12,11,4,6,2
42,M,Primary or lower secondary education,Couple with children,3109,35.0,long term,11,12,3,10,1
70,M,Tertiary education,Couple without children,1529,40.0,long term,12,4,3,8,2
36,W,Tertiary education,Couple without children,1415,16.0,long term,14,7,5,10,2
28,W,Primary or lower secondary education,Couple with children,1751,39.0,long term,5,8,4,4,2
44,M,Tertiary education,Other type of household without children,1434,40.0,long term,3,12,4,10,2
67,M,No education completed,Single adult with children,762,17.0,long term,4,7,3,7,2
67,W,Upper secondary or post-secondary education,Other type of household with children,5829,32.0,long term,10,12,3,7,2
27,M,Upper secondary or post-secondary education,Couple with children,2362,47.0,long term,14,3,5,9,1
31,W,Tertiary education,Couple without children,1972,42.0,long term,9,8,4,8,2
45,W,Tertiary education,Other type of household without children,2143,50.0,short term,12,4,2,10,2
38,M,Upper secondary or post-secondary education,Other type of household with children,4135,40.0,long term,9,13,4,8,3
30,M,Tertiary education,Other type of household with children,1576,40.0,short term,4,6,3,9,3
49,W,Primary or lower secondary education,Single adult without children,3350,47.0,long term,11,11,4,9,2
28,M,Tertiary education,Other type of household with children,1619,30.0,long term,9,10,5,7,2
68,W,No education completed,Single adult without children,1716,31.0,short term,3,11,2,9,3
36,W,Tertiary education,Single adult without children,3373,42.0,long term,13,14,4,9,2
45,M,Upper secondary or post-secondary education,Couple with children,1139,39.0,long term,10,11,5,9,2
33,M,Tertiary education,Other type of household with children,2433,32.0,long term,7,4,4,3,2
63,W,Primary or lower secondary education,Other type of household with children,2341,42.0,long term,13,14,5,9,2
40,M,Primary or lower secondary education,Other type of household without children,1242,35.0,long term,9,7,3,10,2
65,M,No education completed,Other type of household without children,2387,35.0,long term,9,11,3,8,3
54,W,Tertiary education,Couple with children,1451,19.0,long term,8,14,3,9,2
69,M,Upper secondary or post-secondary education,Couple with children,3839,37.0,short term,5,7,1,9,2
40,W,Upper secondary or post-secondary education,Couple with children,1790,35.0,long term,11,12,5,10,1
36,M,Tertiary education,Couple with children,820,30.0,long term,8,5,3,8,2
25,W,Upper secondary or post-secondary education,Other type of household with children,1595,35.0,long term,6,6,2,8,3
38,M,Upper secondary or post-secondary education,Other type of household with children,1000,37.0,long term,9,5,4,9,3
35,M,Primary or lower secondary education,Couple with children,1483,26.0,long term,9,14,5,8,1
59,W,Tertiary education,Couple with children,3776,35.0,long term,7,9,3,8,3
57,W,Upper secondary or post-secondary education,Other type of household without children,1208,55.0,long term,11,11,3,9,1
32,W,Tertiary education,Other type of household without children,2443,30.0,long term,14,13,5,10,1
34,M,Primary or lower secondary education,Single adult with children,4193,40.0,long term,9,12,4,8,2
62,M,No education completed,Single adult without children,4148,35.0,long term,11,9,5,10,2
38,M,Tertiary education,Other type of household with children,2948,35.0,long term,11,12,3,10,1
53,M,Primary or lower secondary education,Single adult without children,2307,37.0,long term,5,13,5,10,1
45,M,Tertiary education,Other type of household with children,682,38.0,long term,7,11,5,8,2
50,M,Upper secondary or post-secondary education,Couple with children,1630,32.0,long term,12,9,4,9,2
30,M,Tertiary education,Other type of household without children,2890,24.0,long term,13,14,5,10,2
36,W,Tertiary education,Other type of household with children,1127,35.0,long term,6,5,3,9,3
27,M,Upper secondary or post-secondary education,Couple with children,567,37.0,long term,9,8,4,8,2
57,W,No education completed,Other type of household without children,1431,37.0,long term,9,6,4,7,3
59,M,Tertiary education,Couple without children,7805,18.0,long term,7,4,4,8,1
64,W,Upper secondary or post-secondary education,Other type of household without children,1012,50.0,long term,9,4,4,7,2
43,W,Tertiary education,Other type of household without children,2087,15.0,long term,13,7,5,8,2
28,W,Tertiary education,Other type of household with children,1189,45.0,long term,10,11,5,8,2
38,W,Primary or lower secondary education,Other type of household with children,2126,39.0,long term,8,13,4,9,2
73,M,Primary or lower secondary education,Single adult without children,2601,55.0,long term,9,7,3,8,2
47,W,Tertiary education,Single adult with children,3269,37.0,long term,10,11,5,8,1
46,W,Upper secondary or post-secondary education,Other type of household with children,2527,38.0,long term,6,4,3,8,3
49,M,Tertiary education,Single adult with children,485,42.0,long term,9,3,5,6,2
66,W,Upper secondary or post-secondary education,Other type of household with children,1315,35.0,long term,15,4,5,10,2
43,W,Upper secondary or post-secondary education,Couple with children,2749,50.0,long term,11,9,4,9,1
62,W,Upper secondary or post-secondary education,Single adult with children,1065,37.0,long term,15,2,5,10,2
25,W,Tertiary education,Single adult with children,1922,42.0,short term,15,2,5,10,2
41,W,Tertiary education,Other type of household with children,1219,40.0,long term,15,14,4,10,1
43,W,Upper secondary or post-secondary education,Single adult without children,1612,40.0,long term,3,9,3,7,3
33,M,Tertiary education,Couple with children,1747,35.0,long term,5,2,4,9,1
35,M,No education completed,Other type of household without children,1736,40.0,long term,13,12,2,10,2
74,W,Upper secondary or post-secondary education,Other type of household with children,732,48.0,long term,11,2,3,10,2
36,M,Upper secondary or post-secondary education,Couple with children,683,40.0,long term,10,11,5,8,2
21,W,Primary or lower secondary education,Other type of household with children,2686,40.0,long term,3,12,5,7,2
23,M,Upper secondary or post-secondary education,Other type of household without children,852,38.0,long term,13,12,3,7,2
62,M,No education completed,Single adult without children,1615,37.0,long term,8,13,4,9,2
23,W,No education completed,Single adult without children,1710,35.0,long term,13,10,5,10,2
21,W,No education completed,Single adult without children,1285,35.0,long term,11,6,4,8,2
34,M,Tertiary education,Couple with children,4104,36.0,long term,9,4,3,8,3
50,M,Upper secondary or post-secondary education,Other type of household with children,1202,38.0,long term,10,6,4,9,2
67,W,Upper secondary or post-secondary education,Other type of household with children,4689,40.0,long term,12,14,5,9,2
49,W,No education completed,Couple with children,2724,37.0,long term,5,13,5,10,1
37,M,Upper secondary or post-secondary education,Single adult with children,3010,38.0,long term,7,11,5,8,2
34,W,Tertiary education,Single adult with children,2663,37.0,long term,3,2,3,10,3
42,W,Upper secondary or post-secondary education,Other type of household without children,2259,39.0,long term,4,6,4,10,2
44,W,Tertiary education,Couple without children,1768,50.0,long term,12,14,4,10,1
58,W,Upper secondary or post-secondary education,Single adult with children,1240,35.0,long term,12,11,5,10,1
28,M,Tertiary education,Other type of household with children,2030,55.0,long term,9,7,3,8,2
51,W,No education completed,Other type of household without children,1281,42.0,short term,9,11,5,10,2
27,M,Tertiary education,Single adult without children,745,17.0,long term,3,2,5,9,2
35,W,Tertiary education,Other type of household without children,1055,36.0,long term,7,7,2,10,4
59,M,Upper secondary or post-secondary education,Single adult with children,2923,35.0,short term,5,12,4,10,2
69,M,Primary or lower secondary education,Single adult with children,911,22.0,long term,10,14,3,9,3
74,W,Tertiary education,Couple with children,2057,32.0,long term,3,14,1,10,4
54,M,Upper secondary or post-secondary education,Other type of household without children,1634,35.0,long term,11,13,5,8,3
26,W,Tertiary education,Single adult without children,1657,35.0,long term,11,5,5,8,2
40,M,Upper secondary or post-secondary education,Other type of household with children,1844,50.0,long term,9,8,3,9,2
32,M,Tertiary education,Single adult with children,5410,35.0,long term,7,10,4,8,4
49,W,Tertiary education,Couple with children,1387,45.0,long term,9,13,5,10,3
52,W,Upper secondary or post-secondary education,Couple with children,1742,46.0,short term,15,10,4,9,2
37,M,Tertiary education,Other type of household with children,3214,35.0,long term,3,10,4,9,2
54,M,Upper secondary or post-secondary education,Single adult without children,5041,35.0,short term,12,11,4,10,2
38,M,Upper secondary or post-secondary education,Single adult without children,2532,35.0,long term,13,11,2,9,2
29,W,Tertiary education,Other type of household without children,1082,28.0,long term,11,14,4,8,3
35,M,Upper secondary or post-secondary education,Other type of household with children,1583,45.0,long term,5,12,1,7,2
43,W,Tertiary education,Other type of household without children,2973,36.0,long term,7,10,4,8,2
70,M,Primary or lower secondary education,Single adult with children,1125,50.0,short term,10,6,4,8,2
32,W,No education completed,Couple with children,1277,35.0,long term,8,14,4,8,2
54,W,Primary or lower secondary education,Couple with children,1068,55.0,long term,12,12,4,7,3
25,W,Upper secondary or post-secondary education,Other type of household without children,1024,28.0,short term,4,4,4,10,4
33,W,Upper secondary or post-secondary education,Other type of household with children,1143,35.0,short term,9,13,4,9,2
55,M,Upper secondary or post-secondary education,Couple without children,2180,10.0,long term,11,8,3,8,2
44,M,Upper secondary or post-secondary education,Single adult without children,1394,35.0,long term,12,12,5,10,1
50,M,Upper secondary or post-secondary education,Other type of household without children,2103,35.0,long term,4,4,4,6,3
26,W,Upper secondary or post-secondary education,Other type of household with children,640,35.0,long term,11,12,5,10,2
52,W,Primary or lower secondary education,Other type of household with children,623,40.0,long term,13,4,4,8,2
39,M,Tertiary education,Single adult with children,1069,35.0,long term,9,14,5,9,1
30,M,No education completed,Other type of household without children,1523,35.0,long term,5,12,5,10,1
29,W,Upper secondary or post-secondary education,Single adult without children,1170,35.0,long term,10,2,4,10,2
66,M,No education completed,Couple without children,2340,35.0,short term,6,7,3,8,2
55,W,Tertiary education,Single adult without children,1328,35.0,long term,8,11,4,8,3
47,W,Tertiary education,Couple with children,1935,40.0,long term,6,12,4,9,2
50,W,Upper secondary or post-secondary education,Couple without children,2827,50.0,long term,8,10,4,8,2
56,M,Tertiary education,Single adult with children,1438,40.0,long term,11,13,4,8,2
51,W,Upper secondary or post-secondary education,Single adult without children,1213,39.0,long term,9,12,5,9,1
41,M,Tertiary education,Other type of household without children,2763,35.0,long term,12,14,3,9,2
28,M,Tertiary education,Other type of household without children,2009,38.0,long term,14,7,5,9,1
31,M,Tertiary education,Other type of household without children,1923,28.0,long term,7,14,5,10,1
73,M,Upper secondary or post-secondary education,Single adult with children,784,16.0,long term,3,3,1,2,4
37,M,No education completed,Other type of household without children,1799,25.0,long term,11,10,4,8,2
50,W,No education completed,Other type of household with children,1948,30.0,short term,10,10,5,10,2
37,W,Upper secondary or post-secondary education,Couple with children,1994,37.0,long term,10,14,2,8,2
30,W,Tertiary education,Other type of household with children,1594,35.0,long term,3,13,4,10,2
38,W,Primary or lower secondary education,Single adult with children,2705,35.0,long term,13,8,3,9,3
39,M,Upper secondary or post-secondary education,Couple with children,1181,35.0,long term,12,11,3,9,1
47,M,Tertiary education,Other type of household with children,1259,35.0,long term,6,6,4,10,2
38,W,Tertiary education,Single adult with children,1554,45.0,long term,9,5,2,8,2
73,M,Tertiary education,Single adult without children,1019,45.0,long term,8,6,3,9,3
34,M,Tertiary education,Couple with children,1102,8.0,long term,11,12,3,8,2
73,M,Upper secondary or post-secondary education,Other type of household with children,3151,37.0,long term,3,2,3,10,4
32,W,Upper secondary or post-secondary education,Single adult with children,1252,45.0,long term,13,8,5,10,2
47,W,Tertiary education,Other type of household without children,1358,45.0,short term,5,6,5,10,2
66,W,Primary or lower secondary education,Other type of household without children,1345,37.0,long term,9,5,4,9,3
31,W,Upper secondary or post-secondary education,Couple with children,711,35.0,long term,9,9,3,8,3
63,M,Upper secondary or post-secondary education,Single adult with children,1159,28.0,long term,8,9,2,6,4
30,W,Tertiary education,Couple with children,1526,35.0,long term,6,13,4,6,1
36,W,Upper secondary or post-secondary education,Couple with children,1524,28.0,long term,11,8,4,8,2
30,W,Tertiary education,Other type of household with children,1221,40.0,long term,5,2,5,10,3
68,M,Upper secondary or post-secondary education,Single adult without children,4183,21.0,long term,12,14,4,8,2
64,M,Tertiary education,Couple with children,1470,32.0,long term,12,9,4,9,2
59,W,Upper secondary or post-secondary education,Single adult with children,2236,38.0,long term,7,11,5,8,2
33,M,Upper secondary or post-secondary education,Couple without children,2703,30.0,long term,8,10,4,7,2
25,M,Upper secondary or post-secondary education,Single adult with children,2840,60.0,long term,11,7,4,9,3
45,W,Tertiary education,Other type of household with children,3199,39.0,long term,10,12,5,10,3
45,M,Upper secondary or post-secondary education,Other type of household without children,705,38.0,short term,8,10,4,7,1
28,W,Tertiary education,Single adult with children,1560,35.0,long term,11,7,5,9,2
38,M,Upper secondary or post-secondary education,Single adult with children,1293,40.0,short term,6,4,3,7,4
61,M,Primary or lower secondary education,Other type of household without children,1556,43.0,long term,14,2,5,10,2
32,W,Tertiary education,Couple without children,1470,20.0,long term,10,10,3,6,3
48,M,Tertiary education,Other type of household without children,1215,35.0,long term,10,4,5,8,3
44,M,Upper secondary or post-secondary education,Single adult with children,2527,12.0,long term,10,14,4,9,2
27,W,Tertiary education,Other type of household with children,2444,32.0,long term,7,4,4,3,2
29,W,Tertiary education,Couple with children,834,36.0,long term,9,10,5,9,2
26,M,Upper secondary or post-secondary education,Other type of household with children,1763,39.0,long term,5,8,4,4,2
45,W,Upper secondary or post-secondary education,Single adult with children,4594,35.0,short term,9,2,4,6,3
29,W,Tertiary education,Single adult with children,1222,32.0,long term,13,11,4,8,1
63,W,Upper secondary or post-secondary education,Single adult with children,2780,40.0,long term,13,5,5,10,1
29,W,Tertiary education,Couple without children,868,36.0,long term,4,8,3,5,3
26,M,Tertiary education,Couple without children,1041,30.0,long term,6,4,5,6,2
27,M,Tertiary education,Other type of household with children,1101,40.0,long term,14,12,5,5,3
65,W,Primary or lower secondary education,Other type of household with children,5392,39.0,long term,11,12,4,7,2
26,W,Tertiary education,Single adult without children,884,25.0,long term,12,12,4,8,1
32,W,Tertiary education,Couple without children,3572,40.0,long term,9,4,4,7,2
54,W,Upper secondary or post-secondary education,Single adult without children,1613,40.0,long term,11,13,4,6,2
51,W,Upper secondary or post-secondary education,Couple without children,2747,35.0,long term,10,8,5,10,3
38,W,Tertiary education,Other type of household without children,2511,35.0,long term,5,4,2,10,3
69,M,No education completed,Couple with children,2801,35.0,long term,9,9,3,8,3
74,M,Primary or lower secondary education,Single adult without children,918,21.0,long term,11,13,5,9,2
32,W,Tertiary education,Single adult without children,1789,35.0,long term,12,6,4,9,2
29,W,Upper secondary or post-secondary education,Other type of household without children,2604,40.0,long term,5,11,4,7,3
26,M,Tertiary education,Single adult with children,1093,40.0,long term,11,11,4,9,2
39,M,Upper secondary or post-secondary education,Other type of household with children,1536,50.0,long term,13,5,4,9,2
68,M,Tertiary education,Couple without children,470,39.0,long term,9,14,2,10,2
48,W,Tertiary education,Single adult without children,2463,50.0,long term,13,3,3,9,2
44,W,Tertiary education,Other type of household with children,2639,50.0,long term,12,12,4,6,2
35,M,Primary or lower secondary education,Couple without children,2494,39.0,long term,11,9,3,8,3
69,W,Primary or lower secondary education,Single adult with children,6401,42.0,long term,10,10,4,9,2
27,M,No education completed,Other type of household without children,1348,35.0,long term,12,12,5,10,2
65,W,Tertiary education,Other type of household with children,7191,40.0,short term,4,6,3,9,3
36,M,Tertiary education,Other type of household with children,2430,40.0,long term,12,14,4,7,1
39,W,Upper secondary or post-secondary education,Other type of household without children,1931,38.0,long term,10,7,5,10,1
51,M,Tertiary education,Couple without children,3530,35.0,long term,12,12,5,10,2
59,W,Tertiary education,Couple with children,1348,40.0,long term,4,12,3,9,2
32,W,Upper secondary or post-secondary education,Single adult with children,3096,28.0,short term,7,14,5,10,1
45,M,Tertiary education,Single adult without children,3107,30.0,long term,12,11,4,8,2
53,M,Tertiary education,Other type of household without children,4044,36.0,long term,5,2,3,9,2
49,M,Tertiary education,Single adult without children,1541,40.0,short term,15,14,5,10,2
73,M,Upper secondary or post-secondary education,Couple with children,1269,35.0,long term,3,12,4,10,2
19,M,No education completed,Single adult without children,994,39.0,long term,12,13,5,10,2
31,W,Tertiary education,Couple with children,1235,28.0,long term,10,7,3,10,3
61,W,Primary or lower secondary education,Other type of household without children,1796,45.0,long term,12,14,5,7,2
61,M,Primary or lower secondary education,Single adult with children,1524,35.0,long term,14,11,5,9,2
45,M,Upper secondary or post-secondary education,Other type of household with children,1463,33.0,long term,3,13,5,10,2
37,M,Upper secondary or post-secondary education,Other type of household without children,3030,50.0,long term,12,11,4,8,2
39,M,Upper secondary or post-secondary education,Couple with children,1376,35.0,long term,12,9,4,10,2
28,M,Tertiary education,Couple with children,664,35.0,short term,12,14,5,10,2
57,M,Upper secondary or post-secondary education,Other type of household with children,5413,37.0,long term,13,2,4,9,2
26,M,Upper secondary or post-secondary education,Couple with children,1711,37.0,long term,9,8,4,8,2
49,W,Upper secondary or post-secondary education,Single adult with children,1449,40.0,short term,7,3,4,9,2
41,M,Tertiary education,Couple without children,1777,35.0,short term,8,11,4,8,3
45,M,Tertiary education,Single adult with children,3609,39.0,long term,9,7,5,8,2
15,M,Tertiary education,Single adult with children,2123,35.0,long term,9,9,3,8,3
44,W,Tertiary education,Other type of household with children,1371,26.0,short term,13,7,3,9,2
67,W,Tertiary education,Other type of household with children,1897,48.0,long term,11,2,3,10,2
69,M,Upper secondary or post-secondary education,Couple with children,2248,40.0,long term,5,2,1,6,4
38,M,Upper secondary or post-secondary education,Single adult with children,1974,35.0,long term,14,4,5,10,1
44,W,Tertiary education,Other type of household with children,1708,40.0,long term,10,11,4,7,2
58,M,No education completed,Single adult with children,1805,15.0,long term,5,14,5,10,2
